開課年度,開課學期,校碼,校名,課程名稱,英文名稱,學院名稱,系所名稱,學程名稱,年級,開課老師,學分數,修課人數,學制_,必選修_
105,2,3,國立臺灣大學,日本文化史,History of Japanese Culture,文學院,歷史系,,0,藍弘岳,2,125,學士班(含第二部),選修
105,2,3,國立臺灣大學,現代中國與世界:1911-197,China in Modern Times:1911-1979,文學院,歷史系,,0,王遠義,3,157,學士班(含第二部),選修
105,2,3,國立臺灣大學,戰後台灣史,The Postwar History of Taiwan,文學院,歷史系,,0,歐素瑛,2,82,學士班(含第二部),選修
105,2,3,國立臺灣大學,近代歐洲社會與閱讀文化,Culture of Reading and Society in Early Modern Europe,文學院,歷史系,,0,秦曼儀,3,19,學士班(含第二部),選修
105,2,3,國立臺灣大學,戰後臺灣民主運動史,The History of Democratic Movements in Postwar Taiwan,文學院,歷史系,,0,陳翠蓮,3,79,學士班(含第二部),選修
105,2,3,國立臺灣大學,資治通鑑選讀-南北朝,Selected Readings in Zizhi tongjian:Southern and Northern Dynasties,文學院,歷史系,,0,張  元,2,84,學士班(含第二部),選修
105,2,3,國立臺灣大學,探索台灣殖民都市空間,Urban space in colonial Taiwan,文學院,歷史系,,0,顏杏如,3,44,學士班(含第二部),選修
105,2,3,國立臺灣大學,東亞現代史,History of Modern East Asia,文學院,歷史系,,0,羅士傑,3,169,學士班(含第二部),選修
105,2,3,國立臺灣大學,日本近代歷史人物,HISTORICAL FIGURES IN MODERN JAPAN,文學院,歷史系,,0,楊典錕,3,234,學士班(含第二部),選修
105,2,3,國立臺灣大學,日本近代歷史人物,HISTORICAL FIGURES IN MODERN JAPAN,文學院,歷史系,,0,楊典錕,3,212,學士班(含第二部),選修
105,2,3,國立臺灣大學,二十世紀中國族群政治史,History of Ethnic Politics in 20th Century China,文學院,歷史系,,0,吳啟訥,2,270,學士班(含第二部),選修
105,2,3,國立臺灣大學,佛教經論選讀,Studies in the Buddhist Classics,文學院,哲學系,,0,陳平坤,3,32,學士班(含第二部),選修
105,2,3,國立臺灣大學,哲學推理與倫理學,Philosophical Reasoning and Ethics,文學院,哲學系,,0,陳榮華,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,中國管理哲學,Chinese Management Philosophy,文學院,哲學系,,0,杜保瑞,3,151,學士班(含第二部),選修
105,2,3,國立臺灣大學,哲學概論,Introduction to Philosophy,文學院,哲學系,,0,彭文本,2,75,學士班(含第二部),選修
105,2,3,國立臺灣大學,哲學概論,Introduction to Philosophy,文學院,哲學系,,0,徐學庸,2,106,學士班(含第二部),選修
105,2,3,國立臺灣大學,哲學概論,Introduction to Philosophy,文學院,哲學系,,0,楊植勝,2,101,學士班(含第二部),選修
105,2,3,國立臺灣大學,哲學概論,Introduction to Philosophy,文學院,哲學系,,0,苑舉正,2,102,學士班(含第二部),選修
105,2,3,國立臺灣大學,邏輯,Logic,文學院,哲學系,,0,彭孟堯,2,194,學士班(含第二部),選修
105,2,3,國立臺灣大學,邏輯,Logic,文學院,哲學系,,0,曾漢塘,2,100,學士班(含第二部),選修
105,2,3,國立臺灣大學,應用倫理學,Applied Ethics,文學院,哲學系,,0,吳澤玫,3,28,學士班(含第二部),選修
105,2,3,國立臺灣大學,隋唐佛學,Buddhism in Sui-t'ang Dynasties,文學院,哲學系,,0,陳平坤,3,45,學士班(含第二部),選修
105,2,3,國立臺灣大學,近代美學,Modern Aesthetics,文學院,哲學系,,0,楊植勝,3,90,學士班(含第二部),選修
105,2,3,國立臺灣大學,斯多噶哲學,The Stoic Philosophy,文學院,哲學系,,0,苑舉正,3,75,學士班(含第二部),選修
105,2,3,國立臺灣大學,文化人類學丙,Cultural Anthoropology (c),文學院,人類系,,0,王梅霞,3,122,學士班(含第二部),選修
105,2,3,國立臺灣大學,臺灣原住民族當代議題,Contemporary issues of Taiwan Indigenous Peoples,文學院,人類系,,0,童元昭,3,19,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,詹兆雯,3,29,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,星野風紗子,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,柯惠真,3,41,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,王芳佳,3,12,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,詹兆雯,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,賴建樺,3,26,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,李芸蓁,3,29,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,王芳佳,3,11,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,許惠晴,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,洪瑟君,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,許惠晴,3,31,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,李欣倫,3,39,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,林科成,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,李芸蓁,3,29,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,施姵?,3,27,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,林姿妙,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,柯惠真,3,26,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,王芳佳,3,19,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,林芬蓉,3,27,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,洪淑娟,3,28,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,洪淑娟,3,31,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,黃佳鈴,3,32,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,黃佳鈴,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,王芳佳,3,21,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,江佩璇,3,23,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,江佩璇,3,38,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,彭誼芝,3,40,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,林科成,3,32,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,林姿妙,3,29,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,黃佳鈴,3,37,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,張鈞竹,3,28,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,池田晶子,3,32,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,彭誼芝,3,31,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,池田晶子,3,35,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,賴建樺,3,21,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,黃意婷,3,38,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,彭誼芝,3,32,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,賴建樺,3,35,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,林科成,3,38,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,黃意婷,3,36,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,彭誼芝,3,19,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,張鈞竹,3,30,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,李欣倫,3,32,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,李芸蓁,3,35,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,林芬蓉,3,20,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,李芸蓁,3,22,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,李芸蓁,3,22,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,施姵?,3,30,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,江佩璇,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文一下,Japanese (Ⅰ) (2),文學院,日文系,,0,賴建樺,3,17,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文二下,Japanese (Ⅱ) (2),文學院,日文系,,0,許惠晴,3,38,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文二下,Japanese (Ⅱ) (2),文學院,日文系,,0,黃佳鈴,3,38,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文二下,Japanese (Ⅱ) (2),文學院,日文系,,0,黃佳鈴,3,37,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文二下,Japanese (Ⅱ) (2),文學院,日文系,,0,許惠晴,3,31,學士班(含第二部),選修
105,2,3,國立臺灣大學,日文二下,Japanese (Ⅱ) (2),文學院,日文系,,0,林科成,3,40,學士班(含第二部),選修
105,2,3,國立臺灣大學,中國傳統生命禮俗,The Traditional Rites of life of Chinese,文學院,中文系,,0,葉國良,2,105,學士班(含第二部),選修
105,2,3,國立臺灣大學,音樂作品欣賞二,Musical Appreciation (Ⅱ),文學院,中文系,,0,蔡世豪,2,175,學士班(含第二部),選修
105,2,3,國立臺灣大學,東坡詞,Ci Poetry of Su Shi,文學院,中文系,,0,劉少雄,3,197,學士班(含第二部),選修
105,2,3,國立臺灣大學,漢語概說,The Chinese Language,文學院,中文系,,0,徐芳敏,2,28,學士班(含第二部),選修
105,2,3,國立臺灣大學,亞洲共同體:東亞文學與文,One Asia: East Asian Literature and Culture,文學院,中文系,,0,梅家玲,3,76,學士班(含第二部),選修
105,2,3,國立臺灣大學,國文下,Freshman Chinese (2),文學院,中文系,,0,許惠敏,3,21,學士班(含第二部),必修
105,2,3,國立臺灣大學,國文下,Freshman Chinese (2),文學院,中文系,,0,張宇衛,3,29,學士班(含第二部),必修
105,2,3,國立臺灣大學,國文下,Freshman Chinese (2),文學院,中文系,,0,陳建男,3,15,學士班(含第二部),必修
105,2,3,國立臺灣大學,國文下,Freshman Chinese (2),文學院,中文系,,0,張勻翔,3,21,學士班(含第二部),必修
105,2,3,國立臺灣大學,國文下,Freshman Chinese (2),文學院,中文系,,0,方韻慈,3,21,學士班(含第二部),必修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,阮綺霞,3,17,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,謝艾米,3,32,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,沈志中,3,23,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,陳維玲,3,42,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,陳素麗,3,27,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,歐德尼,3,17,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,葉麗儀,3,21,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,阮綺霞,3,23,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文一下,French (Ⅰ)(2),文學院,外文系,,0,陳維玲,3,39,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文一下,German (Ⅰ)(2),文學院,外文系,,0,蔡嘉穎,3,42,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文一下,German (Ⅰ)(2),文學院,外文系,,0,蔡嘉穎,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文一下,German (Ⅰ)(2),文學院,外文系,,0,拉貝明契,3,66,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文一下,German (Ⅰ)(2),文學院,外文系,,0,李秀蓮,3,39,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,白保羅,3,31,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,馬里奧,3,29,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,杜孝捷,3,20,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,鮑曉鷗,3,30,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,馬里奧,3,24,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,馬里奧,3,28,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,杜孝捷,3,37,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,杜孝捷,3,34,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文一下,Spanish (Ⅰ)(2),文學院,外文系,,0,張雯媛,3,64,學士班(含第二部),選修
105,2,3,國立臺灣大學,俄文一下,Russian (Ⅰ)(2),文學院,外文系,,0,熊宗慧,3,21,學士班(含第二部),選修
105,2,3,國立臺灣大學,義大利文一下,Italian (Ⅰ) (2),文學院,外文系,,0,歐陽永樂,3,10,學士班(含第二部),選修
105,2,3,國立臺灣大學,義大利文一下,Italian (Ⅰ) (2),文學院,外文系,,0,圖  莉,3,14,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文二下,French (Ⅱ)(2),文學院,外文系,,0,陳維玲,3,12,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文二下,French (Ⅱ)(2),文學院,外文系,,0,葉麗儀,3,14,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文二下,French (Ⅱ)(2),文學院,外文系,,0,林湘漪,3,24,學士班(含第二部),選修
105,2,3,國立臺灣大學,法文二下,French (Ⅱ)(2),文學院,外文系,,0,歐德尼,3,8,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文二下,German (Ⅱ)(2),文學院,外文系,,0,漢駿緯,3,39,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文二下,German (Ⅱ)(2),文學院,外文系,,0,漢駿緯,3,31,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文二下,German (Ⅱ)(2),文學院,外文系,,0,漢駿緯,3,25,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文二下,German (Ⅱ)(2),文學院,外文系,,0,拉貝明契,3,20,學士班(含第二部),選修
105,2,3,國立臺灣大學,德文二下,German (Ⅱ)(2),文學院,外文系,,0,吳沃剛,3,11,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文二下,Spanish (Ⅱ)(2),文學院,外文系,,0,鮑曉鷗,3,17,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文二下,Spanish (Ⅱ)(2),文學院,外文系,,0,馬里奧,3,37,學士班(含第二部),選修
105,2,3,國立臺灣大學,西班牙文二下,Spanish (Ⅱ)(2),文學院,外文系,,0,杜孝捷,3,18,學士班(含第二部),選修
105,2,3,國立臺灣大學,西洋歌劇史二,History of Opera (Ⅱ),文學院,外文系,,0,王寶祥,3,60,學士班(含第二部),選修
105,2,3,國立臺灣大學,文學、動物與社會,"Literature,animals and Society",文學院,外文系,,0,黃宗慧,3,68,學士班(含第二部),選修
105,2,3,國立臺灣大學,口語與聽力訓練,Oral and Aural Training,文學院,外文系,,0,徐維娟,2,11,學士班(含第二部),選修
105,2,3,國立臺灣大學,英文(附一小時英聽)二,Freshman English (with 1-hour Aural Training)(Ⅱ),文學院,外文系,,0,陶漢威,3,46,學士班(含第二部),必修
105,2,3,國立臺灣大學,英文(附一小時英聽)二,Freshman English (with 1-hour Aural Training)(Ⅱ),文學院,外文系,,0,陶漢威,3,38,學士班(含第二部),必修
105,2,3,國立臺灣大學,歷史、醫療與社會,"History,healing and Societies",文學院,歷史系,,0,張嘉鳳,2,33,學士班(含第二部),選修
105,2,3,國立臺灣大學,歷史的轉捩點,The Turning Points in History,文學院,歷史系,,0,古偉瀛,2,81,學士班(含第二部),選修
105,2,3,國立臺灣大學,王權與近代國家,From Kingship to Modern States,文學院,歷史系,,0,甘懷真,2,80,學士班(含第二部),選修
105,2,3,國立臺灣大學,海峽兩岸關係史二,History of Cross-strait Relations (Ⅱ),文學院,歷史系,,0,李君山,2,95,學士班(含第二部),選修
105,2,3,國立臺灣大學,臺灣歷史與人物,Taiwanese History and Person,文學院,歷史系,,0,歐素瑛,2,116,學士班(含第二部),選修
105,2,3,國立臺灣大學,中國古代的社會與生活,History of Daily Life in Pre-modern China,文學院,歷史系,,0,張嘉鳳,2,39,學士班(含第二部),選修
105,2,3,國立臺灣大學,清代臺灣的移民開發與社會,"Immigration,cultivation and Society in Qing Taiwan",文學院,歷史系,,0,李文良,2,106,學士班(含第二部),選修
105,2,3,國立臺灣大學,台灣女性人物群像,Portraits of Taiwanese Women,文學院,歷史系,,0,衣若蘭,3,87,學士班(含第二部),選修
105,2,3,國立臺灣大學,日本封建時代史,History of Japan Feudalism Period,文學院,歷史系,,0,童長義,2,85,學士班(含第二部),選修
105,2,3,國立臺灣大學,中國傳統法律、文化與社會,"Law,culture,society in Traditional China",文學院,歷史系,,0,陳俊強,3,80,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通物理學乙下,General Physics (b)(2),理學院,物理系,,0,陳凱風,3,51,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通物理學丙下,General Physics (c)(2),理學院,物理系,,0,陳俊瑋,2,28,學士班(含第二部),選修
105,2,3,國立臺灣大學,從夸克到黑洞,From Quarks to Black Holes,理學院,物理系,,0,黃偉彥,2,31,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通化學甲下,General Chemistry (a)(2),理學院,化學系,,0,劉銘璋,3,120,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通化學甲下,General Chemistry (a)(2),理學院,化學系,,0,蔡蘊明,3,117,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通化學丙,General Chemistry (c),理學院,化學系,,0,佘瑞琳,3,150,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通化學丙,General Chemistry (c),理學院,化學系,,0,金必耀,3,171,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通化學丙,General Chemistry (c),理學院,化學系,,0,李弘文,3,107,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通化學丙,General Chemistry (c),理學院,化學系,,0,邱靜雯,3,160,學士班(含第二部),選修
105,2,3,國立臺灣大學,從化學看世界,World of Chemistry,理學院,化學系,,0,牟中原,2,46,學士班(含第二部),選修
105,2,3,國立臺灣大學,地球的奧秘,Investigating the Earth,理學院,地質系,,0,盧佳遇,2,81,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通心理學,General Psychology,理學院,心理系,,0,胡志偉,3,145,學士班(含第二部),選修
105,2,3,國立臺灣大學,普通心理學,General Psychology,理學院,心理系,,0,黃從仁,3,275,學士班(含第二部),選修
105,2,3,國立臺灣大學,都市文化導論,Introduction to Urban Cultures,理學院,地理系,,0,黃宗儀,2,77,學士班(含第二部),選修
105,2,3,國立臺灣大學,大氣環境,Atmospheric Environment,理學院,大氣系,,0,徐光蓉,2,18,學士班(含第二部),選修
105,2,3,國立臺灣大學,天氣與氣候,Weather and Climate,理學院,大氣系,,0,吳明進,2,68,學士班(含第二部),選修
105,2,3,國立臺灣大學,能源與環境,Energy and Environment,理學院,大氣所,,0,徐光蓉,3,33,學士班(含第二部),選修
105,2,3,國立臺灣大學,海洋科學概論,Introduction to Marine Science,理學院,海洋所,,0,楊穎堅白書禎陳勁吾魏志潾,2,213,學士班(含第二部),選修
105,2,3,國立臺灣大學,國際關係二,Introduction to International Relations (Ⅱ),社會科學院,政治系,,0,張亞中張亞中,2,125,學士班(含第二部),選修
105,2,3,國立臺灣大學,政治概論,An Introduction to Politics,社會科學院,政治系,,0,李錫錕,2,107,學士班(含第二部),選修
105,2,3,國立臺灣大學,臺灣在全球的政經版圖,Taiwan's Role in World Politics and Economy,社會科學院,政治系,,0,蘇宏達卓士昭,2,78,學士班(含第二部),選修
105,2,3,國立臺灣大學,經濟學原理與實習下,Principle of Economics (with Recitation) (2),社會科學院,經濟系,,0,吳聰敏,4,151,學士班(含第二部),選修
105,2,3,國立臺灣大學,經濟學原理與實習下,Principle of Economics (with Recitation) (2),社會科學院,經濟系,,0,駱明慶,4,257,學士班(含第二部),選修
105,2,3,國立臺灣大學,經濟學原理與實習下,Principle of Economics (with Recitation) (2),社會科學院,經濟系,,0,陳旭昇,4,105,學士班(含第二部),選修
105,2,3,國立臺灣大學,經濟學原理與實習下,Principle of Economics (with Recitation) (2),社會科學院,經濟系,,0,林明仁,4,282,學士班(含第二部),選修
105,2,3,國立臺灣大學,經濟學原理與實習下,Principle of Economics (with Recitation) (2),社會科學院,經濟系,,0,魏凱立,4,73,學士班(含第二部),選修
105,2,3,國立臺灣大學,經濟學一,Economics (Ⅰ),社會科學院,經濟系,,0,葉淑貞,3,98,學士班(含第二部),選修
105,2,3,國立臺灣大學,經濟學二,Economics (Ⅱ),社會科學院,經濟系,,0,吳中書,3,323,學士班(含第二部),選修
105,2,3,國立臺灣大學,創新和產業經濟學,Innovation and Industrial Economics,社會科學院,經濟系,,0,鄭秀玲,2,63,學士班(含第二部),選修
105,2,3,國立臺灣大學,國際經濟學導論,International Economics Principle,社會科學院,經濟系,,0,陳添枝,2,99,學士班(含第二部),選修
105,2,3,國立臺灣大學,國際經濟學導論,International Economics Principle,社會科學院,經濟系,,0,劉碧珍,2,95,學士班(含第二部),選修
105,2,3,國立臺灣大學,社會學甲下,Introductory Sociology (a)(2),社會科學院,社會系,,0,陳東升,3,116,學士班(含第二部),選修
105,2,3,國立臺灣大學,社會學丁,Introductory Sociology (d),社會科學院,社會系,,0,簡妤儒,3,100,學士班(含第二部),選修
105,2,3,國立臺灣大學,社會學丁,Introductory Sociology (d),社會科學院,社會系,,0,范  雲,3,119,學士班(含第二部),選修
105,2,3,國立臺灣大學,社會學導論,Introduction to Sociology,社會科學院,社會系,,0,林鶴玲,2,82,學士班(含第二部),選修
105,2,3,國立臺灣大學,媒體與社會,Media and Society,社會科學院,社會系,,0,林鶴玲,2,71,學士班(含第二部),選修
105,2,3,國立臺灣大學,音樂社會學,Sociology of Music,社會科學院,社會系,,0,李明璁,3,197,學士班(含第二部),選修
105,2,3,國立臺灣大學,災害治理與公民參與,Disaster Governance and Public Participation,社會科學院,社會系,,0,李香潔蔡孟涵,2,14,學士班(含第二部),選修
105,2,3,國立臺灣大學,國家與社會發展,State and Societal Development,社會科學院,國發所,,0,李碧涵,2,107,學士班(含第二部),選修
105,2,3,國立臺灣大學,富裕與貧窮,Rich and Poverty,社會科學院,國發所,,0,邱鳳臨,2,87,學士班(含第二部),選修
105,2,3,國立臺灣大學,國會與憲政民主,Parliament and Constitutional Democracy,社會科學院,國發所,,0,劉有恆,2,107,學士班(含第二部),選修
105,2,3,國立臺灣大學,議事學,Parliamentary Procedure,社會科學院,國發所,,0,劉有恆,2,71,學士班(含第二部),選修
105,2,3,國立臺灣大學,海洋政策通論,Introduction to Ocean Policy,社會科學院,國發所,,0,徐銘謙,3,16,學士班(含第二部),選修
105,2,3,國立臺灣大學,科技與社會:工程文化,"Science, Technology and Society: Engineering Cultural Studies",社會科學院,國發所,,0,張國暉,2,37,學士班(含第二部),選修
105,2,3,國立臺灣大學,西方人文學導論,Introduction to Western Humanism,社會科學院,國發所,,0,張志銘,3,93,學士班(含第二部),選修
105,2,3,國立臺灣大學,環境法,Environmental Law,法律學院,法律系,,0,葉俊榮,2,182,學士班(含第二部),選修
105,2,3,國立臺灣大學,批判思考與公共論述,Critical Thinking and Public Discourse,社會科學院,國發所,,0,鄧志松,3,43,學士班(含第二部),選修
105,2,3,國立臺灣大學,朝鮮王朝的建立與發展,The Establishment and Development of the Choson Dynasty,社會科學院,國發所,,0,姜智恩,2,307,學士班(含第二部),選修
105,2,3,國立臺灣大學,當前國際金融情勢分析,Current Development of International Monetary System,社會科學院,國發所,,0,葉國俊,3,209,學士班(含第二部),選修
105,2,3,國立臺灣大學,東亞歷史概論,Introduction to East Asian History,社會科學院,國發所,,0,李宥霆,2,29,學士班(含第二部),選修
105,2,3,國立臺灣大學,全球客家歷史與文化,History and Culture of Global Hakka,社會科學院,國發所,,0,邱榮舉,2,47,學士班(含第二部),選修
105,2,3,國立臺灣大學,人文學視野中的現代公民:,The Modern Citizenship from the Humanistic View: Introduction to Civil E,社會科學院,國發所,,0,張志銘,3,28,學士班(含第二部),選修
105,2,3,國立臺灣大學,科學在文化中的定位和挑戰,The Challenge and Orientation of Science in Human Culture,社會科學院,新聞所,,0,江才健,2,184,學士班(含第二部),選修
105,2,3,國立臺灣大學,藝術概論二,Introduction to Arts (Ⅱ),醫學院,復健系,,0,吳寬墩,2,94,學士班(含第二部),選修
